country,year,co2,co2_per_capita,gdp,population,iso_code,pm2_5,latitude,longitude,temperature,code,region,income_group,lending category
China,2019,10713.984,7.526,23631939764224.0,1423520354.0,CHN,40.288,30.46305,114.8943,1.05,CHN,East Asia & Pacific,Upper Middle Income,IBRD
China,2019,10713.984,7.526,23631939764224.0,1423520354.0,CHN,43.787,31.73195,118.57725,1.05,CHN,East Asia & Pacific,Upper Middle Income,IBRD
China,2019,10713.984,7.526,23631939764224.0,1423520354.0,CHN,28.684,26.47595,106.6751,1.05,CHN,East Asia & Pacific,Upper Middle Income,IBRD
China,2019,10713.984,7.526,23631939764224.0,1423520354.0,CHN,56.838,34.7881,111.174,1.05,CHN,East Asia & Pacific,Upper Middle Income,IBRD
China,2019,10713.984,7.526,23631939764224.0,1423520354.0,CHN,39.363,40.7866,111.551,1.05,CHN,East Asia & Pacific,Upper Middle Income,IBRD
China,2019,10713.984,7.526,23631939764224.0,1423520354.0,CHN,25.876,23.08233333,114.4113,1.05,CHN,East Asia & Pacific,Upper Middle Income,IBRD
China,2019,10713.984,7.526,23631939764224.0,1423520354.0,CHN,18.723,27.7019,106.9242,1.05,CHN,East Asia & Pacific,Upper Middle Income,IBRD
China,2019,10713.984,7.526,23631939764224.0,1423520354.0,CHN,58.202,34.9162,113.6113,1.05,CHN,East Asia & Pacific,Upper Middle Income,IBRD
China,2019,10713.984,7.526,23631939764224.0,1423520354.0,CHN,45.472,40.8144,111.608,1.05,CHN,East Asia & Pacific,Upper Middle Income,IBRD
China,2019,10713.984,7.526,23631939764224.0,1423520354.0,CHN,34.351,39.1787,106.74,1.05,CHN,East Asia & Pacific,Upper Middle Income,IBRD
China,2019,10713.984,7.526,23631939764224.0,1423520354.0,CHN,41.63,31.6842,120.288,1.05,CHN,East Asia & Pacific,Upper Middle Income,IBRD
China,2019,10713.984,7.526,23631939764224.0,1423520354.0,CHN,23.01,22.7797,114.42805,1.05,CHN,East Asia & Pacific,Upper Middle Income,IBRD
China,2019,10713.984,7.526,23631939764224.0,1423520354.0,CHN,40.12,45.9819,126.6106,1.05,CHN,East Asia & Pacific,Upper Middle Income,IBRD
China,2019,10713.984,7.526,23631939764224.0,1423520354.0,CHN,26.5,24.5058,118.0936,1.05,CHN,East Asia & Pacific,Upper Middle Income,IBRD
China,2019,10713.984,7.526,23631939764224.0,1423520354.0,CHN,29.382,41.93125,126.40625,1.05,CHN,East Asia & Pacific,Upper Middle Income,IBRD
China,2019,10713.984,7.526,23631939764224.0,1423520354.0,CHN,42.176,41.8214,123.5613,1.05,CHN,East Asia & Pacific,Upper Middle Income,IBRD
China,2019,10713.984,7.526,23631939764224.0,1423520354.0,CHN,52.112,35.28385,113.5922,1.05,CHN,East Asia & Pacific,Upper Middle Income,IBRD
China,2019,10713.984,7.526,23631939764224.0,1423520354.0,CHN,42.391,31.2994,120.543,1.05,CHN,East Asia & Pacific,Upper Middle Income,IBRD
China,2019,10713.984,7.526,23631939764224.0,1423520354.0,CHN,37.707,36.39,120.47,1.05,CHN,East Asia & Pacific,Upper Middle Income,IBRD
China,2019,10713.984,7.526,23631939764224.0,1423520354.0,CHN,59.143,35.4144,116.5856,1.05,CHN,East Asia & Pacific,Upper Middle Income,IBRD
China,2019,10713.984,7.526,23631939764224.0,1423520354.0,CHN,19.735,50.4243,124.12445,1.05,CHN,East Asia & Pacific,Upper Middle Income,IBRD
China,2019,10713.984,7.526,23631939764224.0,1423520354.0,CHN,35.73,30.69915,105.94015,1.05,CHN,East Asia & Pacific,Upper Middle Income,IBRD
China,2019,10713.984,7.526,23631939764224.0,1423520354.0,CHN,46.809,37.9981,112.4915,1.05,CHN,East Asia & Pacific,Upper Middle Income,IBRD
China,2019,10713.984,7.526,23631939764224.0,1423520354.0,CHN,32.191,23.105,113.261,1.05,CHN,East Asia & Pacific,Upper Middle Income,IBRD
China,2019,10713.984,7.526,23631939764224.0,1423520354.0,CHN,35.889,29.6219,106.65,1.05,CHN,East Asia & Pacific,Upper Middle Income,IBRD
China,2019,10713.984,7.526,23631939764224.0,1423520354.0,CHN,28.401,21.85906667,111.9596,1.05,CHN,East Asia & Pacific,Upper Middle Income,IBRD
China,2019,10713.984,7.526,23631939764224.0,1423520354.0,CHN,38.298,30.2875,120.269,1.05,CHN,East Asia & Pacific,Upper Middle Income,IBRD
China,2019,10713.984,7.526,23631939764224.0,1423520354.0,CHN,27.861,22.5931,113.0819,1.05,CHN,East Asia & Pacific,Upper Middle Income,IBRD
China,2019,10713.984,7.526,23631939764224.0,1423520354.0,CHN,28.366,22.5811,113.074,1.05,CHN,East Asia & Pacific,Upper Middle Income,IBRD
China,2019,10713.984,7.526,23631939764224.0,1423520354.0,CHN,30.595,22.7854,108.2725,1.05,CHN,East Asia & Pacific,Upper Middle Income,IBRD
China,2019,10713.984,7.526,23631939764224.0,1423520354.0,CHN,38.381,28.8558,105.4322,1.05,CHN,East Asia & Pacific,Upper Middle Income,IBRD
China,2019,10713.984,7.526,23631939764224.0,1423520354.0,CHN,43.497,31.91633333,120.269,1.05,CHN,East Asia & Pacific,Upper Middle Income,IBRD
China,2019,10713.984,7.526,23631939764224.0,1423520354.0,CHN,28.923,22.39225,107.35885,1.05,CHN,East Asia & Pacific,Upper Middle Income,IBRD
China,2019,10713.984,7.526,23631939764224.0,1423520354.0,CHN,26.749,47.3636,123.9305,1.05,CHN,East Asia & Pacific,Upper Middle Income,IBRD
China,2019,10713.984,7.526,23631939764224.0,1423520354.0,CHN,26.869,46.6381,131.16445,1.05,CHN,East Asia & Pacific,Upper Middle Income,IBRD
China,2019,10713.984,7.526,23631939764224.0,1423520354.0,CHN,61.022,34.6478,112.3803667,1.05,CHN,East Asia & Pacific,Upper Middle Income,IBRD
China,2019,10713.984,7.526,23631939764224.0,1423520354.0,CHN,39.626,32.0092,118.737,1.05,CHN,East Asia & Pacific,Upper Middle Income,IBRD
China,2019,10713.984,7.526,23631939764224.0,1423520354.0,CHN,25.414,26.67213333,119.5198333,1.05,CHN,East Asia & Pacific,Upper Middle Income,IBRD
China,2019,10713.984,7.526,23631939764224.0,1423520354.0,CHN,27.961,28.6542,121.419,1.05,CHN,East Asia & Pacific,Upper Middle Income,IBRD
China,2019,10713.984,7.526,23631939764224.0,1423520354.0,CHN,48.024,36.253,120.014,1.05,CHN,East Asia & Pacific,Upper Middle Income,IBRD
China,2019,10713.984,7.526,23631939764224.0,1423520354.0,CHN,65.787,35.1764,113.2464,1.05,CHN,East Asia & Pacific,Upper Middle Income,IBRD
China,2019,10713.984,7.526,23631939764224.0,1423520354.0,CHN,59.019,34.2778,117.2933,1.05,CHN,East Asia & Pacific,Upper Middle Income,IBRD
China,2019,10713.984,7.526,23631939764224.0,1423520354.0,CHN,31.661,23.5486,116.3242,1.05,CHN,East Asia & Pacific,Upper Middle Income,IBRD
China,2019,10713.984,7.526,23631939764224.0,1423520354.0,CHN,57.293,35.236,113.2131,1.05,CHN,East Asia & Pacific,Upper Middle Income,IBRD
China,2019,10713.984,7.526,23631939764224.0,1423520354.0,CHN,27.996,45.2975,130.97095,1.05,CHN,East Asia & Pacific,Upper Middle Income,IBRD
China,2019,10713.984,7.526,23631939764224.0,1423520354.0,CHN,43.17,43.95305556,126.4738889,1.05,CHN,East Asia & Pacific,Upper Middle Income,IBRD
China,2019,10713.984,7.526,23631939764224.0,1423520354.0,CHN,50.942,36.44,120.61,1.05,CHN,East Asia & Pacific,Upper Middle Income,IBRD
China,2019,10713.984,7.526,23631939764224.0,1423520354.0,CHN,52.583,38.9846,117.3747,1.05,CHN,East Asia & Pacific,Upper Middle Income,IBRD
China,2019,10713.984,7.526,23631939764224.0,1423520354.0,CHN,35.75,30.33555,117.242475,1.05,CHN,East Asia & Pacific,Upper Middle Income,IBRD
China,2019,10713.984,7.526,23631939764224.0,1423520354.0,CHN,51.973,36.6491,117.0282,1.05,CHN,East Asia & Pacific,Upper Middle Income,IBRD
China,2019,10713.984,7.526,23631939764224.0,1423520354.0,CHN,52.417,35.4813,112.8252,1.05,CHN,East Asia & Pacific,Upper Middle Income,IBRD
China,2019,10713.984,7.526,23631939764224.0,1423520354.0,CHN,26.48,24.70053333,108.1227667,1.05,CHN,East Asia & Pacific,Upper Middle Income,IBRD
China,2019,10713.984,7.526,23631939764224.0,1423520354.0,CHN,21.055,38.5296,102.17945,1.05,CHN,East Asia & Pacific,Upper Middle Income,IBRD
China,2019,10713.984,7.526,23631939764224.0,1423520354.0,CHN,32.387,29.1029,119.686,1.05,CHN,East Asia & Pacific,Upper Middle Income,IBRD
China,2019,10713.984,7.526,23631939764224.0,1423520354.0,CHN,31.319,38.469445,106.23015,1.05,CHN,East Asia & Pacific,Upper Middle Income,IBRD
China,2019,10713.984,7.526,23631939764224.0,1423520354.0,CHN,56.35,38.9194,117.157,1.05,CHN,East Asia & Pacific,Upper Middle Income,IBRD
China,2019,10713.984,7.526,23631939764224.0,1423520354.0,CHN,31.15,22.0122,100.7978,1.05,CHN,East Asia & Pacific,Upper Middle Income,IBRD
China,2019,10713.984,7.526,23631939764224.0,1423520354.0,CHN,44.035,32.20165,119.5855,1.05,CHN,East Asia & Pacific,Upper Middle Income,IBRD
China,2019,10713.984,7.526,23631939764224.0,1423520354.0,CHN,60.384,38.8932,115.45665,1.05,CHN,East Asia & Pacific,Upper Middle Income,IBRD
China,2019,10713.984,7.526,23631939764224.0,1423520354.0,CHN,40.085,31.1204,104.39235,1.05,CHN,East Asia & Pacific,Upper Middle Income,IBRD
China,2019,10713.984,7.526,23631939764224.0,1423520354.0,CHN,45.784,30.3515,112.2068,1.05,CHN,East Asia & Pacific,Upper Middle Income,IBRD
China,2019,10713.984,7.526,23631939764224.0,1423520354.0,CHN,41.645,30.63,104.1113889,1.05,CHN,East Asia & Pacific,Upper Middle Income,IBRD
China,2019,10713.984,7.526,23631939764224.0,1423520354.0,CHN,23.399,23.3667,116.6794,1.05,CHN,East Asia & Pacific,Upper Middle Income,IBRD
China,2019,10713.984,7.526,23631939764224.0,1423520354.0,CHN,57.996,34.7882,113.658,1.05,CHN,East Asia & Pacific,Upper Middle Income,IBRD
China,2019,10713.984,7.526,23631939764224.0,1423520354.0,CHN,53.04,34.36776667,107.1826,1.05,CHN,East Asia & Pacific,Upper Middle Income,IBRD
China,2019,10713.984,7.526,23631939764224.0,1423520354.0,CHN,59.323,37.7451,112.47365,1.05,CHN,East Asia & Pacific,Upper Middle Income,IBRD
China,2019,10713.984,7.526,23631939764224.0,1423520354.0,CHN,37.117,39.75093333,121.6280333,1.05,CHN,East Asia & Pacific,Upper Middle Income,IBRD
China,2019,10713.984,7.526,23631939764224.0,1423520354.0,CHN,28.041,28.26165,109.6686,1.05,CHN,East Asia & Pacific,Upper Middle Income,IBRD
China,2019,10713.984,7.526,23631939764224.0,1423520354.0,CHN,41.95,30.70016,117.42094,1.05,CHN,East Asia & Pacific,Upper Middle Income,IBRD
China,2019,10713.984,7.526,23631939764224.0,1423520354.0,CHN,41.283,29.495575,106.43745,1.05,CHN,East Asia & Pacific,Upper Middle Income,IBRD
China,2019,10713.984,7.526,23631939764224.0,1423520354.0,CHN,34.114,27.1023,114.9818667,1.05,CHN,East Asia & Pacific,Upper Middle Income,IBRD
China,2019,10713.984,7.526,23631939764224.0,1423520354.0,CHN,47.594,29.4402,112.9943,1.05,CHN,East Asia & Pacific,Upper Middle Income,IBRD
China,2019,10713.984,7.526,23631939764224.0,1423520354.0,CHN,43.79,31.955,119.163,1.05,CHN,East Asia & Pacific,Upper Middle Income,IBRD
China,2019,10713.984,7.526,23631939764224.0,1423520354.0,CHN,45.911,28.30915,112.9875,1.05,CHN,East Asia & Pacific,Upper Middle Income,IBRD
China,2019,10713.984,7.526,23631939764224.0,1423520354.0,CHN,25.81,26.55290556,107.9345667,1.05,CHN,East Asia & Pacific,Upper Middle Income,IBRD
China,2019,10713.984,7.526,23631939764224.0,1423520354.0,CHN,21.537,39.59875,109.79275,1.05,CHN,East Asia & Pacific,Upper Middle Income,IBRD
China,2019,10713.984,7.526,23631939764224.0,1423520354.0,CHN,10.098,29.9972,101.9533,1.05,CHN,East Asia & Pacific,Upper Middle Income,IBRD
China,2019,10713.984,7.526,23631939764224.0,1423520354.0,CHN,11.77,31.1266,97.18065,1.05,CHN,East Asia & Pacific,Upper Middle Income,IBRD
China,2019,10713.984,7.526,23631939764224.0,1423520354.0,CHN,90.233,39.4365,75.9435,1.05,CHN,East Asia & Pacific,Upper Middle Income,IBRD
China,2019,10713.984,7.526,23631939764224.0,1423520354.0,CHN,81.752,39.5035,75.97995,1.05,CHN,East Asia & Pacific,Upper Middle Income,IBRD
China,2019,10713.984,7.526,23631939764224.0,1423520354.0,CHN,30.341,28.97045,118.863,1.05,CHN,East Asia & Pacific,Upper Middle Income,IBRD
China,2019,10713.984,7.526,23631939764224.0,1423520354.0,CHN,32.545,43.6408,122.2724667,1.05,CHN,East Asia & Pacific,Upper Middle Income,IBRD
China,2019,10713.984,7.526,23631939764224.0,1423520354.0,CHN,21.364,46.0756,121.9462,1.05,CHN,East Asia & Pacific,Upper Middle Income,IBRD
China,2019,10713.984,7.526,23631939764224.0,1423520354.0,CHN,26.435,45.17323333,84.89136667,1.05,CHN,East Asia & Pacific,Upper Middle Income,IBRD
China,2019,10713.984,7.526,23631939764224.0,1423520354.0,CHN,24.694,35.53775,106.68655,1.05,CHN,East Asia & Pacific,Upper Middle Income,IBRD
China,2019,10713.984,7.526,23631939764224.0,1423520354.0,CHN,21.029,22.32203667,114.18407,1.05,CHN,East Asia & Pacific,Upper Middle Income,IBRD
China,2019,10713.984,7.526,23631939764224.0,1423520354.0,CHN,36.221,43.9167,125.323,1.05,CHN,East Asia & Pacific,Upper Middle Income,IBRD
China,2019,10713.984,7.526,23631939764224.0,1423520354.0,CHN,48.875,37.8694,113.5689,1.05,CHN,East Asia & Pacific,Upper Middle Income,IBRD
China,2019,10713.984,7.526,23631939764224.0,1423520354.0,CHN,46.866,41.7277,86.19546667,1.05,CHN,East Asia & Pacific,Upper Middle Income,IBRD
China,2019,10713.984,7.526,23631939764224.0,1423520354.0,CHN,56.255,36.70135,119.13125,1.05,CHN,East Asia & Pacific,Upper Middle Income,IBRD
China,2019,10713.984,7.526,23631939764224.0,1423520354.0,CHN,41.74,40.6698,109.8321,1.05,CHN,East Asia & Pacific,Upper Middle Income,IBRD
China,2019,10713.984,7.526,23631939764224.0,1423520354.0,CHN,34.544,31.3845,120.976,1.05,CHN,East Asia & Pacific,Upper Middle Income,IBRD
China,2019,10713.984,7.526,23631939764224.0,1423520354.0,CHN,35.472,23.7369,109.2317,1.05,CHN,East Asia & Pacific,Upper Middle Income,IBRD
China,2019,10713.984,7.526,23631939764224.0,1423520354.0,CHN,59.127,36.21515,117.7082,1.05,CHN,East Asia & Pacific,Upper Middle Income,IBRD
China,2019,10713.984,7.526,23631939764224.0,1423520354.0,CHN,35.421,37.4822,121.4478,1.05,CHN,East Asia & Pacific,Upper Middle Income,IBRD
China,2019,10713.984,7.526,23631939764224.0,1423520354.0,CHN,57.651,36.2289,117.6789,1.05,CHN,East Asia & Pacific,Upper Middle Income,IBRD
China,2019,10713.984,7.526,23631939764224.0,1423520354.0,CHN,47.361,36.875,120.526,1.05,CHN,East Asia & Pacific,Upper Middle Income,IBRD
China,2019,10713.984,7.526,23631939764224.0,1423520354.0,CHN,44.772,37.1785,119.95,1.05,CHN,East Asia & Pacific,Upper Middle Income,IBRD
China,2019,10713.984,7.526,23631939764224.0,1423520354.0,CHN,46.172,32.29926667,118.3151667,1.05,CHN,East Asia & Pacific,Upper Middle Income,IBRD
China,2019,10713.984,7.526,23631939764224.0,1423520354.0,CHN,58.362,35.0578,118.3184,1.05,CHN,East Asia & Pacific,Upper Middle Income,IBRD
China,2019,10713.984,7.526,23631939764224.0,1423520354.0,CHN,39.79,36.07475,103.731,1.05,CHN,East Asia & Pacific,Upper Middle Income,IBRD
China,2019,10713.984,7.526,23631939764224.0,1423520354.0,CHN,63.46,34.6869,112.47475,1.05,CHN,East Asia & Pacific,Upper Middle Income,IBRD
China,2019,10713.984,7.526,23631939764224.0,1423520354.0,CHN,36.556,36.1627,120.5623,1.05,CHN,East Asia & Pacific,Upper Middle Income,IBRD
China,2019,10713.984,7.526,23631939764224.0,1423520354.0,CHN,11.196,29.6514,91.1319,1.05,CHN,East Asia & Pacific,Upper Middle Income,IBRD
China,2019,10713.984,7.526,23631939764224.0,1423520354.0,CHN,38.959,26.43665,111.60725,1.05,CHN,East Asia & Pacific,Upper Middle Income,IBRD
China,2019,10713.984,7.526,23631939764224.0,1423520354.0,CHN,42.916,29.5467,103.7705,1.05,CHN,East Asia & Pacific,Upper Middle Income,IBRD
China,2019,10713.984,7.526,23631939764224.0,1423520354.0,CHN,57.407,38.8678,115.499475,1.05,CHN,East Asia & Pacific,Upper Middle Income,IBRD
China,2019,10713.984,7.526,23631939764224.0,1423520354.0,CHN,24.538,28.44436667,119.9076667,1.05,CHN,East Asia & Pacific,Upper Middle Income,IBRD
China,2019,10713.984,7.526,23631939764224.0,1423520354.0,CHN,41.137,37.9358,102.6469,1.05,CHN,East Asia & Pacific,Upper Middle Income,IBRD
China,2019,10713.984,7.526,23631939764224.0,1423520354.0,CHN,30.745,22.735,108.328,1.05,CHN,East Asia & Pacific,Upper Middle Income,IBRD
China,2019,10713.984,7.526,23631939764224.0,1423520354.0,CHN,19.543,27.8847,102.2689,1.05,CHN,East Asia & Pacific,Upper Middle Income,IBRD
China,2019,10713.984,7.526,23631939764224.0,1423520354.0,CHN,43.165,31.6219,120.275,1.05,CHN,East Asia & Pacific,Upper Middle Income,IBRD
China,2019,10713.984,7.526,23631939764224.0,1423520354.0,CHN,54.096,34.4342,115.646,1.05,CHN,East Asia & Pacific,Upper Middle Income,IBRD
China,2019,10713.984,7.526,23631939764224.0,1423520354.0,CHN,33.166,37.9318,102.63525,1.05,CHN,East Asia & Pacific,Upper Middle Income,IBRD
China,2019,10713.984,7.526,23631939764224.0,1423520354.0,CHN,61.198,34.2749,108.882,1.05,CHN,East Asia & Pacific,Upper Middle Income,IBRD
China,2019,10713.984,7.526,23631939764224.0,1423520354.0,CHN,25.707,24.5183,114.6622,1.05,CHN,East Asia & Pacific,Upper Middle Income,IBRD
China,2019,10713.984,7.526,23631939764224.0,1423520354.0,CHN,47.768,40.7625,120.85115,1.05,CHN,East Asia & Pacific,Upper Middle Income,IBRD
China,2019,10713.984,7.526,23631939764224.0,1423520354.0,CHN,43.352,29.67996667,115.9875667,1.05,CHN,East Asia & Pacific,Upper Middle Income,IBRD
China,2019,10713.984,7.526,23631939764224.0,1423520354.0,CHN,40.293,34.72455,119.35945,1.05,CHN,East Asia & Pacific,Upper Middle Income,IBRD
China,2019,10713.984,7.526,23631939764224.0,1423520354.0,CHN,41.174,42.8993,125.1251333,1.05,CHN,East Asia & Pacific,Upper Middle Income,IBRD
China,2019,10713.984,7.526,23631939764224.0,1423520354.0,CHN,47.582,36.1851,120.3905,1.05,CHN,East Asia & Pacific,Upper Middle Income,IBRD
China,2019,10713.984,7.526,23631939764224.0,1423520354.0,CHN,25.315,24.9117,118.5819,1.05,CHN,East Asia & Pacific,Upper Middle Income,IBRD
China,2019,10713.984,7.526,23631939764224.0,1423520354.0,CHN,57.769,33.8997,116.8067,1.05,CHN,East Asia & Pacific,Upper Middle Income,IBRD
China,2019,10713.984,7.526,23631939764224.0,1423520354.0,CHN,36.078,30.23385,119.70625,1.05,CHN,East Asia & Pacific,Upper Middle Income,IBRD
China,2019,10713.984,7.526,23631939764224.0,1423520354.0,CHN,25.572,23.8822,100.0869,1.05,CHN,East Asia & Pacific,Upper Middle Income,IBRD
China,2019,10713.984,7.526,23631939764224.0,1423520354.0,CHN,33.074,27.99942,116.33628,1.05,CHN,East Asia & Pacific,Upper Middle Income,IBRD
China,2019,10713.984,7.526,23631939764224.0,1423520354.0,CHN,29.21,46.5888,131.1572,1.05,CHN,East Asia & Pacific,Upper Middle Income,IBRD
China,2019,10713.984,7.526,23631939764224.0,1423520354.0,CHN,46.254,41.1219,121.2008,1.05,CHN,East Asia & Pacific,Upper Middle Income,IBRD
China,2019,10713.984,7.526,23631939764224.0,1423520354.0,CHN,37.275,26.2206,111.62265,1.05,CHN,East Asia & Pacific,Upper Middle Income,IBRD
China,2019,10713.984,7.526,23631939764224.0,1423520354.0,CHN,32.501,40.80486667,107.4620667,1.05,CHN,East Asia & Pacific,Upper Middle Income,IBRD
China,2019,10713.984,7.526,23631939764224.0,1423520354.0,CHN,56.731,34.3731,109.2186,1.05,CHN,East Asia & Pacific,Upper Middle Income,IBRD
China,2019,10713.984,7.526,23631939764224.0,1423520354.0,CHN,52.704,34.5061,109.47795,1.05,CHN,East Asia & Pacific,Upper Middle Income,IBRD
China,2019,10713.984,7.526,23631939764224.0,1423520354.0,CHN,30.462,35.6018,103.21015,1.05,CHN,East Asia & Pacific,Upper Middle Income,IBRD
China,2019,10713.984,7.526,23631939764224.0,1423520354.0,CHN,36.495,23.8982,100.0782,1.05,CHN,East Asia & Pacific,Upper Middle Income,IBRD
China,2019,10713.984,7.526,23631939764224.0,1423520354.0,CHN,61.133,36.8198,118.3092,1.05,CHN,East Asia & Pacific,Upper Middle Income,IBRD
China,2019,10713.984,7.526,23631939764224.0,1423520354.0,CHN,40.984,41.1319,123.04625,1.05,CHN,East Asia & Pacific,Upper Middle Income,IBRD
China,2019,10713.984,7.526,23631939764224.0,1423520354.0,CHN,38.864,37.5149,111.1328778,1.05,CHN,East Asia & Pacific,Upper Middle Income,IBRD
China,2019,10713.984,7.526,23631939764224.0,1423520354.0,CHN,31.786,37.97383333,106.1839,1.05,CHN,East Asia & Pacific,Upper Middle Income,IBRD
China,2019,10713.984,7.526,23631939764224.0,1423520354.0,CHN,37.19,24.34835,109.40325,1.05,CHN,East Asia & Pacific,Upper Middle Income,IBRD
China,2019,10713.984,7.526,23631939764224.0,1423520354.0,CHN,38.386,24.3406,109.3886,1.05,CHN,East Asia & Pacific,Upper Middle Income,IBRD
China,2019,10713.984,7.526,23631939764224.0,1423520354.0,CHN,26.194,26.5917,104.83,1.05,CHN,East Asia & Pacific,Upper Middle Income,IBRD
China,2019,10713.984,7.526,23631939764224.0,1423520354.0,CHN,31.892,23.1422,113.235,1.05,CHN,East Asia & Pacific,Upper Middle Income,IBRD
China,2019,10713.984,7.526,23631939764224.0,1423520354.0,CHN,51.443,36.66805,117.0815,1.05,CHN,East Asia & Pacific,Upper Middle Income,IBRD
China,2019,10713.984,7.526,23631939764224.0,1423520354.0,CHN,41.582,31.3585,119.449,1.05,CHN,East Asia & Pacific,Upper Middle Income,IBRD
China,2019,10713.984,7.526,23631939764224.0,1423520354.0,CHN,27.338,32.437375,105.8491,1.05,CHN,East Asia & Pacific,Upper Middle Income,IBRD
China,2019,10713.984,7.526,23631939764224.0,1423520354.0,CHN,72.245,36.086,114.32,1.05,CHN,East Asia & Pacific,Upper Middle Income,IBRD
China,2019,10713.984,7.526,23631939764224.0,1423520354.0,CHN,35.253,41.615,120.3939,1.05,CHN,East Asia & Pacific,Upper Middle Income,IBRD
China,2019,10713.984,7.526,23631939764224.0,1423520354.0,CHN,29.448,46.5528,125.1253,1.05,CHN,East Asia & Pacific,Upper Middle Income,IBRD
China,2019,10713.984,7.526,23631939764224.0,1423520354.0,CHN,34.863,31.697375,117.60175,1.05,CHN,East Asia & Pacific,Upper Middle Income,IBRD
China,2019,10713.984,7.526,23631939764224.0,1423520354.0,CHN,21.193,23.3633,116.7244,1.05,CHN,East Asia & Pacific,Upper Middle Income,IBRD
China,2019,10713.984,7.526,23631939764224.0,1423520354.0,CHN,16.185,20.01625,110.334,1.05,CHN,East Asia & Pacific,Upper Middle Income,IBRD
China,2019,10713.984,7.526,23631939764224.0,1423520354.0,CHN,41.573,28.91473333,105.4354667,1.05,CHN,East Asia & Pacific,Upper Middle Income,IBRD
China,2019,10713.984,7.526,23631939764224.0,1423520354.0,CHN,36.138,30.5589,104.2725,1.05,CHN,East Asia & Pacific,Upper Middle Income,IBRD
China,2019,10713.984,7.526,23631939764224.0,1423520354.0,CHN,26.275,47.32003333,123.9412667,1.05,CHN,East Asia & Pacific,Upper Middle Income,IBRD
China,2019,10713.984,7.526,23631939764224.0,1423520354.0,CHN,32.913,43.8947,126.5786,1.05,CHN,East Asia & Pacific,Upper Middle Income,IBRD
China,2019,10713.984,7.526,23631939764224.0,1423520354.0,CHN,59.71,34.8032,114.3164,1.05,CHN,East Asia & Pacific,Upper Middle Income,IBRD
China,2019,10713.984,7.526,23631939764224.0,1423520354.0,CHN,25.021,27.9747,120.76,1.05,CHN,East Asia & Pacific,Upper Middle Income,IBRD
China,2019,10713.984,7.526,23631939764224.0,1423520354.0,CHN,30.966,23.9605,114.47345,1.05,CHN,East Asia & Pacific,Upper Middle Income,IBRD
China,2019,10713.984,7.526,23631939764224.0,1423520354.0,CHN,24.913,25.1174,117.0181,1.05,CHN,East Asia & Pacific,Upper Middle Income,IBRD
China,2019,10713.984,7.526,23631939764224.0,1423520354.0,CHN,20.306,25.12045,99.16945,1.05,CHN,East Asia & Pacific,Upper Middle Income,IBRD
China,2019,10713.984,7.526,23631939764224.0,1423520354.0,CHN,40.568,27.7044,111.9892,1.05,CHN,East Asia & Pacific,Upper Middle Income,IBRD
China,2019,10713.984,7.526,23631939764224.0,1423520354.0,CHN,36.299,27.73776667,111.991,1.05,CHN,East Asia & Pacific,Upper Middle Income,IBRD
China,2019,10713.984,7.526,23631939764224.0,1423520354.0,CHN,40.207,31.7618,116.478,1.05,CHN,East Asia & Pacific,Upper Middle Income,IBRD
China,2019,10713.984,7.526,23631939764224.0,1423520354.0,CHN,52.845,39.6456,118.1785,1.05,CHN,East Asia & Pacific,Upper Middle Income,IBRD
China,2019,10713.984,7.526,23631939764224.0,1423520354.0,CHN,29.291,27.9939,120.677,1.05,CHN,East Asia & Pacific,Upper Middle Income,IBRD
China,2019,10713.984,7.526,23631939764224.0,1423520354.0,CHN,59.654,33.57315,114.0231,1.05,CHN,East Asia & Pacific,Upper Middle Income,IBRD
China,2019,10713.984,7.526,23631939764224.0,1423520354.0,CHN,25.063,22.5585,114.11165,1.05,CHN,East Asia & Pacific,Upper Middle Income,IBRD
China,2019,10713.984,7.526,23631939764224.0,1423520354.0,CHN,57.123,34.6258,112.4275,1.05,CHN,East Asia & Pacific,Upper Middle Income,IBRD
China,2019,10713.984,7.526,23631939764224.0,1423520354.0,CHN,56.494,34.9817,118.2764,1.05,CHN,East Asia & Pacific,Upper Middle Income,IBRD
China,2019,10713.984,7.526,23631939764224.0,1423520354.0,CHN,28.519,28.5773,121.377,1.05,CHN,East Asia & Pacific,Upper Middle Income,IBRD
China,2019,10713.984,7.526,23631939764224.0,1423520354.0,CHN,23.061,29.5867,115.9936,1.05,CHN,East Asia & Pacific,Upper Middle Income,IBRD
China,2019,10713.984,7.526,23631939764224.0,1423520354.0,CHN,24.729,25.8492,98.85735,1.05,CHN,East Asia & Pacific,Upper Middle Income,IBRD
China,2019,10713.984,7.526,23631939764224.0,1423520354.0,CHN,48.01,27.83585,113.197,1.05,CHN,East Asia & Pacific,Upper Middle Income,IBRD
China,2019,10713.984,7.526,23631939764224.0,1423520354.0,CHN,17.095,27.4948,114.0944,1.05,CHN,East Asia & Pacific,Upper Middle Income,IBRD
China,2019,10713.984,7.526,23631939764224.0,1423520354.0,CHN,44.23,31.92445,117.213,1.05,CHN,East Asia & Pacific,Upper Middle Income,IBRD
China,2019,10713.984,7.526,23631939764224.0,1423520354.0,CHN,35.79,38.80805556,121.2588889,1.05,CHN,East Asia & Pacific,Upper Middle Income,IBRD
